USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
suryava+   10338  0.0  0.5 1459542344 92092 ?    Sl   10:31   0:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=9177
suryava+   10442  0.0  0.0 550496 13376 ?        Sl   10:31   0:00 /usr/libexec/gvfsd-http --spawner :1.7 /org/gtk/gvfs/exec_spaw/1
suryava+   10473  0.7  1.3 1460300452 222216 ?   Sl   10:31   0:06 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=91 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=2203067879 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10381105520322113395,13483011451920118872,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709071582679753
suryava+   10553  1.4  1.7 1460295232 280648 ?   Sl   10:32   0:13 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=94 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=2212360614 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5340444571608972778,2034624778956851371,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709074393805300
root       10596  0.0  0.0      0     0 ?        I    10:32   0:00 [kworker/2:0-i915-unordered]
root       10803  0.2  0.3 1995352 54676 ?       Ssl  10:32   0:01 /usr/bin/containerd
root       10831  0.4  0.6 2353904 108376 ?      Ssl  10:32   0:04 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock --selinux-enabled --userland-proxy-path /usr/bin/docker-proxy --init-path /usr/bin/tini-static
root       11161  0.0  0.0 1721496 13968 ?       Sl   10:32   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 08ff37ce1f620b41cb4f97e3782a46b29285fc459a71cefe802195a29f0f6665 -address /run/containerd/containerd.sock
nobody     11240  0.0  0.5 1368840 90036 ?       Ssl  10:32   0:00 /bin/prometheus --config.file=/etc/prometheus/prometheus.yml --storage.tsdb.path=/prometheus --storage.tsdb.retention.time=30d
root       11350  0.0  0.0 1345520 5168 ?        Sl   10:32   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 9090 -container-ip 172.18.0.2 -container-port 9090 -use-listen-fd
root       11357  0.0  0.0 1410544 4988 ?        Sl   10:32   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 9090 -container-ip 172.18.0.2 -container-port 9090 -use-listen-fd
root       11358  0.0  0.0      0     0 ?        I    10:32   0:00 [kworker/u32:6-kcryptd-252:0-1]
root       11359  0.0  0.0      0     0 ?        I    10:32   0:00 [kworker/u32:9-btrfs-endio]
root       11360  0.0  0.0      0     0 ?        I    10:32   0:00 [kworker/u32:12-btrfs-endio-write]
root       11889  0.0  0.0      0     0 ?        I    10:32   0:00 [kworker/1:3-i915-unordered]
suryava+   12783  0.2  1.1 1460257128 186768 ?   Sl   10:33   0:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=100 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=2281589190 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17817810826932143272,15093428596808068945,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709080016056394
suryava+   12822  0.1  1.0 1460259936 171556 ?   Sl   10:33   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=101 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=2283216573 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17648066658856464756,11800417177080621211,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709080953098243
root       12998  0.0  0.0      0     0 ?        I    10:33   0:00 [kworker/u32:15-btrfs-endio]
root       12999  0.0  0.0      0     0 ?        I    10:33   0:00 [kworker/u32:17-btrfs-endio]
root       13000  0.0  0.0      0     0 ?        I    10:33   0:00 [kworker/u32:18-btrfs-endio-write]
root       13001  0.0  0.0      0     0 ?        I    10:33   0:00 [kworker/u32:20-btrfs-endio]
suryava+   13002  0.0  0.7 1460249128 114188 ?   Sl   10:33   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=102 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=2307004016 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9455066727859887277,287530198069305928,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709081890140092
suryava+   13117  0.0  0.7 1460249360 119952 ?   Sl   10:33   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=103 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=2313497440 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13320805756569863809,13625541905696853527,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709082827181941
root       13232  0.0  0.0 1655448 13004 ?       Sl   10:33   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id a5f99cebb3b7d49015f9391c2db3c081c162c8a007b8afba52c64a13621f0313 -address /run/containerd/containerd.sock
root       13257  0.0  0.0 1655704 13076 ?       Sl   10:33   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 4d4e98beaf936d9e51468bd3adfca6f95a0416f009e48e9e11f88eecd09d90b9 -address /run/containerd/containerd.sock
root       13266  0.0  0.0 1647508 13116 ?       Sl   10:33   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 7bd19d489ae883cebde087c477456f66e11571ef45ba49970f1bc94db0495302 -address /run/containerd/containerd.sock
root       13316  0.0  0.0 1590168 13204 ?       Sl   10:33   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id dc57a0a5b7c7e0ca786e6c75387a057b10544096ff2fde31d00439c10d1e8cb2 -address /run/containerd/containerd.sock
root       13318  0.0  0.0 1721240 13108 ?       Sl   10:33   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id b7a8d44b78254160e206f8196c6d3db76358773555f6c349bacb4e5746a8fb51 -address /run/containerd/containerd.sock
nobody     13353  0.0  0.5 1369692 86252 ?       Ssl  10:33   0:00 /bin/prometheus --config.file=/etc/prometheus/prometheus.yml --storage.tsdb.path=/prometheus
472        13371  0.3  1.5 1763036 247304 ?      Ssl  10:33   0:03 grafana server --homepath=/usr/share/grafana --config=/etc/grafana/grafana.ini --packaging=docker cfg:default.log.mode=console cfg:default.paths.data=/var/lib/grafana cfg:default.paths.logs=/var/log/grafana cfg:default.paths.plugins=/var/lib/grafana/plugins cfg:default.paths.provisioning=/etc/grafana/provisioning
systemd+   13393  0.4  0.0  39376  8880 ?        Ssl  10:33   0:03 redis-server *:6379
suryava+   13404  0.3  0.6 5955580 110180 ?      Ssl  10:33   0:02 java -Xmx512M -Xms512M -server -XX:+UseG1GC -XX:MaxGCPauseMillis=20 -XX:InitiatingHeapOccupancyPercent=35 -XX:+ExplicitGCInvokesConcurrent -XX:MaxInlineLevel=15 -Djava.awt.headless=true -Xlog:gc*:file=/var/log/kafka/zookeeper-gc.log:time,tags:filecount=10,filesize=100M -Dcom.sun.management.jmxremote=true -Dcom.sun.management.jmxremote.authenticate=false -Dcom.sun.management.jmxremote.ssl=false -Dkafka.logs.dir=/var/log/kafka -Dlog4j.configuration=file:/etc/kafka/log4j.properties -cp /usr/bin/../share/java/kafka/*:/usr/bin/../share/java/confluent-telemetry/* org.apache.zookeeper.server.quorum.QuorumPeerMain /etc/kafka/zookeeper.properties
avahi      13411  0.0  0.1 173852 27088 ?        Ss   10:33   0:00 postgres
root       13486  0.0  0.0 1484788 5264 ?        Sl   10:33   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 3001 -container-ip 172.19.0.2 -container-port 3000 -use-listen-fd
root       13497  0.0  0.0 1575168 5836 ?        Sl   10:33   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 3001 -container-ip 172.19.0.2 -container-port 3000 -use-listen-fd
root       13545  0.0  0.0 1337324 5072 ?        Sl   10:33   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 6379 -container-ip 172.19.0.3 -container-port 6379 -use-listen-fd
root       13551  0.0  0.0 1484788 5188 ?        Sl   10:33   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 6379 -container-ip 172.19.0.3 -container-port 6379 -use-listen-fd
root       13586  0.0  0.0 1411056 5080 ?        Sl   10:33   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 2181 -container-ip 172.19.0.4 -container-port 2181 -use-listen-fd
root       13592  0.0  0.0 1419252 5184 ?        Sl   10:33   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 2181 -container-ip 172.19.0.4 -container-port 2181 -use-listen-fd
root       13619  0.0  0.0 1337068 5024 ?        Sl   10:33   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 9091 -container-ip 172.19.0.5 -container-port 9090 -use-listen-fd
root       13625  0.0  0.0 1419252 5188 ?        Sl   10:33   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 9091 -container-ip 172.19.0.5 -container-port 9090 -use-listen-fd
root       13688  0.0  0.0 1411056 5184 ?        Sl   10:33   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 5432 -container-ip 172.19.0.6 -container-port 5432 -use-listen-fd
root       13700  0.0  0.0 1419252 5156 ?        Sl   10:33   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 5432 -container-ip 172.19.0.6 -container-port 5432 -use-listen-fd
avahi      13787  0.0  0.0 173984  7652 ?        Ss   10:33   0:00 postgres: checkpointer 
avahi      13788  0.0  0.0 173956  6632 ?        Ss   10:33   0:00 postgres: background writer 
avahi      13794  0.0  0.0 173924  9496 ?        Ss   10:33   0:00 postgres: walwriter 
avahi      13795  0.0  0.0 175508  7832 ?        Ss   10:33   0:00 postgres: autovacuum launcher 
avahi      13796  0.0  0.0 175464  7036 ?        Ss   10:33   0:00 postgres: logical replication launcher 
root       14473  0.0  0.0      0     0 ?        I    10:35   0:00 [kworker/5:1-events_freezable]
root       14680  0.0  0.0      0     0 ?        I    10:35   0:00 [kworker/3:0-events]
root       14962  0.0  0.0      0     0 ?        I    10:36   0:00 [kworker/0:2-inet_frag_wq]
root       15194  0.0  0.0      0     0 ?        I    10:36   0:00 [kworker/7:0-mm_percpu_wq]
root       15195  0.0  0.0      0     0 ?        I    10:36   0:00 [kworker/u32:24-kcryptd-252:0-1]
root       15198  0.0  0.0      0     0 ?        I    10:36   0:00 [kworker/u32:27-btrfs-endio-meta]
root       15390  0.0  0.0      0     0 ?        I    10:37   0:00 [kworker/2:1-i915-unordered]
root       15547  0.0  0.0      0     0 ?        I    10:37   0:00 [kworker/6:0-events]
root       15606  0.0  0.0      0     0 ?        I    10:37   0:00 [kworker/1:0-cgroup_free]
root       16321  0.0  0.0      0     0 ?        I<   10:40   0:00 [kworker/u33:3-hci0]
root       16986  0.0  0.0      0     0 ?        I    10:42   0:00 [kworker/0:1-mm_percpu_wq]
root       17093  0.0  0.0      0     0 ?        I    10:42   0:00 [kworker/5:0-events]
suryava+   17216  0.4  0.8 1462221796 136988 ?   Sl   10:42   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=2851727035 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16695987249254874496,2542254402221894667,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709095945767827
root       17282  0.0  0.0      0     0 ?        I    10:42   0:00 [kworker/2:2-i915-unordered]
suryava+   17420  7.8  2.2 1464254904 365068 ?   Sl   10:43   0:20 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=121 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=2876990669 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16634475438731239030,5474363086108382742,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709099693935223
root       17429  0.0  0.0      0     0 ?        I    10:43   0:00 [kworker/6:1-events]
root       17450  0.0  0.0      0     0 ?        I    10:43   0:00 [kworker/7:1-events]
root       17468  0.0  0.0      0     0 ?        I    10:43   0:00 [kworker/3:1-events]
suryava+   17573  0.0  0.8 1460241360 131852 ?   Sl   10:43   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=124 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=2899142341 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10586506836316337947,14483016050745938534,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709102505060770
suryava+   17582  2.1  1.5 1460263776 256136 ?   Sl   10:43   0:05 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=125 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=2899644386 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2954202195561868884,10198797607334091752,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709103442102619
root       17693  0.0  0.0      0     0 ?        I    10:43   0:00 [kworker/1:1-events]
root       17694  0.0  0.0      0     0 ?        I    10:43   0:00 [kworker/u32:1-btrfs-endio-write]
root       17695  0.0  0.0      0     0 ?        I    10:43   0:00 [kworker/u32:2-i915]
suryava+   18122  0.1  0.4 1130788 69396 pts/2   Sl+  10:45   0:00 npm run dev
suryava+   18136  0.3  0.5 11642568 91720 pts/2  Sl+  10:45   0:00 node /home/suryavamsivaggu/Downloads/Infra/sre-platform/frontend/node_modules/.bin/next dev
suryava+   18148  8.8  3.1 66866152 503604 pts/2 Sl+  10:45   0:12 next-server (v14.2.3)
suryava+   18219  5.3  1.4 1460255620 241652 ?   Sl   10:45   0:07 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=126 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=2999963796 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11320442206532441278,1963067641152661991,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709104379144468
root       18444  0.0  0.0      0     0 ?        I    10:45   0:00 [kworker/0:3]
root       18512  0.0  0.0      0     0 ?        I    10:45   0:00 [kworker/4:2-mm_percpu_wq]
root       18628  0.0  0.0  17216  7812 ?        S    10:46   0:00 systemd-userwork: waiting...
root       18629  0.0  0.0  17216  7764 ?        S    10:46   0:00 systemd-userwork: waiting...
suryava+   18658  0.3  0.9 1462240028 156180 ?   Sl   10:46   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=130 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=3054742477 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7649576221600232407,4974054514674004433,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709108127311864
root       18682  0.0  0.0  17216  7824 ?        S    10:46   0:00 systemd-userwork: waiting...
suryava+   18985  1.4  0.0      0     0 ?        Z    10:47   0:00 [chrome] <defunct>
suryava+   19005  3.7  1.3 1460258360 215496 ?   Sl   10:47   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=134 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=3114782184 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13773215575939841903,405724030063363826,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709111875479260
suryava+   19166  0.6  0.4 1460199300 78352 ?    Sl   10:47   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=5058 --enable-crash-reporter=51ec0d31-6ecd-40e9-b826-ce6e269882e0, --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=135 --time-ticks-at-unix-epoch=-1775190310049718 --launch-time-ticks=3137340721 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12795823699174414877,15912068354679577272,2097152 --field-trial-handle=3,i,15570095647373212960,4690372100729059255,262144 --enable-features=DevToolsProtocolMonitor --disable-features=EyeDropper --variations-seed-version=20260402-010037.774000-production --pseudonymization-salt-handle=7,i,7958025804325883817,12912474023142598452,4 --trace-process-track-uuid=3190709112812521109
suryava+   19195  200  0.0 235248  5516 pts/1    R+   10:47   0:00 ps aux
